ID_Credit;Customer_ID;LoanDate;B_M;City;age;Time_experience;Activity;BankingExp;OtherIncome;SectBalance;Exp;Income;Delincuency_Hist;score_1;score_2;score_3;score_4;Cupo_solicitado;Cupo_aprobado;Canal_cobranza;Resultado_cobranza
4432;1016745;2019-11-10 00:00:00;1;NEW YORK;62;44;independiente;S;S;3125;450;750;4;388;528;682;733;23233;15052;SMS;Pago parcial
4433;1028836;2019-10-20 00:00:00;1;545454;51;34;Empleado;S;S;7000;252,916;980;1;511;702;681;690;29881;22346;Call center;Promesa de pago
4434;1097417;2019-05-19 00:00:00;0;545454;44;20;Empleado;S;S;8800;983,333;1400;0;672;800;759;586;7749;5506;Ninguno;No aplica
4435;1080877;2019-03-16 00:00:00;1;NEW ENGALND;50;30;Pensionado;S;S;5000;198;1416;0;472;574;727;844;18156;12805;SMS;Pago parcial
4436;1076179;2019-02-19 00:00:00;1;NEW YORK;58;20;Empleado;S;S;8100;600;980;2;535;562;591;889;28064;17278;Correo;No contactado
4437;1085608;2016-08-04 00:00:00;1;NEW YORK;31;10;Pensionado;S;S;14500;600;1200;0;559;538;694;640;21589;12267;Call center;Promesa de pago
4438;1072199;2019-06-04 00:00:00;1;ATLANTHIC SOUTH;36;6;independiente;S;S;8750;3000;6500;1;486;576;604;713;28736;17194;Call center;Promesa de pago
4439;1080929;2019-05-02 00:00:00;0;NEW YORK;28;15;Pensionado;S;S;13200;500;1350;0;683;596;685;630;25975;13706;Ninguno;No aplica
4440;1056431;2016-05-23 00:00:00;1;NEW ENGALND;67;25;Empleado;S;N;7500;380;1000;0;525;575;683;682;8450;5062;SMS;Pago parcial
4441;1091003;2019-02-15 00:00:00;0;NEW YORK;27;5;Empleado;S;S;6375;170;700;0;632;770;553;777;12214;6163;Ninguno;No aplica
4442;1047812;2019-08-18 00:00:00;0;ATLANTHIC SOUTH;41;20;independiente;S;S;2700;1157;2000;0;711;643;641;552;25195;20499;Ninguno;No aplica
4443;1017036;2016-09-21 00:00:00;1;NEW ENGALND;48;31.66666667;independiente;S;S;4500;400;900;3;528;566;669;762;16814;11067;Correo;No contactado
4444;1011779;2020-07-15 00:00:00;0;NEW YORK;31;10;Empleado;S;N;5000;200;900;2;734;578;619;736;10141;10005;Ninguno;No aplica
4445;1078107;2017-09-14 00:00:00;0;NEW YORK;29;6;independiente;S;N;6250;1000;1400;2;603;702;672;657;29885;17837;Ninguno;No aplica
4446;1071284;2018-10-16 00:00:00;1;NEW YORK;33;20;Pensionado;S;S;11875;320;850;0;462;596;706;800;7708;5187;Call center;Promesa de pago
4447;1045294;2016-03-05 00:00:00;0;NEW YORK;56;30;independiente;S;N;3125;200;900;0;656;684;648;683;23375;15870;Ninguno;No aplica
4448;1006067;2018-10-22 00:00:00;0;NEW YORK;29;6.25;Empleado;S;S;14500;520;1700;2;705;667;666;780;20088;10129;Ninguno;No aplica
4449;1014103;2020-12-07 00:00:00;0;NEW YORK;39;11.66666667;Pensionado;S;N;10125;949;1380;4;724;662;747;533;29847;27447;Ninguno;No aplica
4450;1006821;2015-10-28 00:00:00;1;NEW YORK;60;33.33333333;independiente;S;N;10625;600;1900;3;575;610;683;689;16834;8686;Call center;Promesa de pago
4451;1073175;2016-01-13 00:00:00;1;CHICAGO;47;20;Empleado;S;S;8750;400;600;0;475;578;664;714;17278;16761;Call center;Promesa de pago
4452;1001119;2018-11-14 00:00:00;1;NEW YORK;49;25;independiente;S;S;11600;300;800;3;475;599;583;480;15014;14204;Correo;No contactado
4453;1010885;2019-12-15 00:00:00;0;NEW YORK;34;15;Empleado;S;N;6250;200;800;4;757;693;697;572;8273;6352;Ninguno;No aplica
4454;1037842;2017-03-27 00:00:00;1;NEW YORK;22;7;Pensionado;S;S;2500;280;1100;4;515;647;673;647;19367;14947;Correo;No contactado
4455;1089252;2017-12-09 00:00:00;1;NEW YORK;42;30;Pensionado;S;N;12500;225;800;0;563;621;740;805;9538;7887;Call center;Promesa de pago
4456;1086755;2017-02-05 00:00:00;1;NEW YORK;28;5;Pensionado;S;N;3125;200;800;0;514;592;653;656;17541;12165;SMS;Pago parcial
4457;1075162;2016-08-29 00:00:00;0;NEW YORK;35;20;independiente;S;N;7500;200;1500;3;642;771;523;596;13712;11293;Ninguno;No aplica
4458;1099295;2016-10-13 00:00:00;0;545454;43;10;Empleado;S;S;5400;355;1300;4;633;705;531;744;14168;7401;Ninguno;No aplica
4459;1071538;2016-06-13 00:00:00;1;NEW YORK;59;30;independiente;N;S;10000;290;595,5;0;422;658;701;574;25106;13231;SMS;Pago parcial
4460;1042816;2016-11-08 00:00:00;0;NEW ENGALND;46;20;Pensionado;S;S;8000;584;1750;0;733;716;610;484;8551;6230;Ninguno;No aplica
4461;1043314;2021-01-29 00:00:00;0;ATLANTHIC SOUTH;51;10;Pensionado;S;S;13500;900;2200;0;759;569;681;637;17297;13402;Ninguno;No aplica
4462;1004317;2021-01-10 00:00:00;1;NEW YORK;32;15;Empleado;S;S;11280;240;900;1;592;658;658;590;15965;15070;Call center;Promesa de pago
4463;1071758;2019-03-21 00:00:00;0;ATLANTHIC SOUTH;57;39;Pensionado;S;S;10200;995;1700;4;742;688;638;543;7832;4326;Ninguno;No aplica
4464;1096206;2018-08-15 00:00:00;1;NEW YORK;69;20;independiente;S;S;9500;500;900;0;558;577;643;772;27063;24663;Correo;No contactado
4465;1032121;2015-12-17 00:00:00;0;NEW ENGALND;46;28;independiente;S;N;9000;1600;2400;0;671;697;589;749;27963;16918;Ninguno;No aplica
4466;1035128;2020-11-05 00:00:00;1;NEW ENGALND;63;20;independiente;S;S;8000;346;1220;0;442;559;649;791;18422;12841;Call center;Promesa de pago
4467;1016266;2020-12-17 00:00:00;0;NEW YORK;59;20;Empleado;S;N;3600;380;750;1;743;694;609;770;5152;3392;Ninguno;No aplica
4468;1028521;2017-10-09 00:00:00;1;NEW ENGALND;45;30;Empleado;S;S;8000;198;1510;1;521;544;624;832;27138;18999;Correo;No contactado
4469;1032064;2016-08-12 00:00:00;0;CHICAGO;19;10;independiente;N;S;11250;1766,666;2766,666;2;705;756;627;478;16156;9294;Ninguno;No aplica
4470;1081529;2020-03-02 00:00:00;0;NEW ENGALND;48;30;Empleado;S;S;15000;930;2300;0;719;673;634;711;16108;12110;Ninguno;No aplica
4471;1013354;2019-05-16 00:00:00;0;NEW YORK;27;7;Pensionado;N;S;7500;190;860;0;716;657;715;622;7800;7026;Ninguno;No aplica
4472;1098822;2015-09-19 00:00:00;0;NEW YORK;44;20;Empleado;S;N;3000;250;1000;1;764;625;641;603;10310;7431;Ninguno;No aplica
4473;1043683;2017-11-22 00:00:00;1;NEW YORK;26;10;Empleado;S;S;12000;300;1650;0;565;596;722;770;14944;11138;Call center;Promesa de pago
4474;1043776;2018-06-27 00:00:00;1;NEW YORK;48;20;Empleado;S;S;7500;1210,604;2236,958;1;527;591;758;564;7610;7035;Correo;No contactado
4475;1046361;2018-11-14 00:00:00;1;ATLANTHIC SOUTH;48;28;independiente;S;S;6000;665;1200;0;542;603;710;562;17067;14559;Whatsapp;Sin gestión
4476;1002272;2017-02-06 00:00:00;1;NEW ENGALND;51;31;Empleado;S;S;9500;600;2200;0;526;518;687;777;6104;4549;SMS;Pago parcial
4477;1038454;2017-09-20 00:00:00;0;ATLANTHIC SOUTH;46;20;independiente;S;S;5000;400;1600;2;677;584;673;714;15728;9891;Ninguno;No aplica
4478;1049548;2019-02-04 00:00:00;0;ATLANTHIC SOUTH;53;15;Pensionado;S;S;8125;750;2500;0;738;718;711;682;28745;27091;Ninguno;No aplica
4479;1059925;2017-12-06 00:00:00;1;NEW YORK;41;20;Empleado;S;S;8500;300;1200;3;430;669;656;641;25583;20172;Whatsapp;Sin gestión
4480;1058421;2020-12-29 00:00:00;1;NEW YORK;43;10;independiente;N;N;8625;430;900;3;553;518;719;787;25238;15410;SMS;Pago parcial
4481;1003292;2017-11-12 00:00:00;1;ATLANTHIC SOUTH;31;10;independiente;N;N;6250;576;1500;0;440;675;693;781;12263;7782;Correo;No contactado
4482;1084568;2015-12-26 00:00:00;1;NEW YORK;53;40;Pensionado;N;S;8100;1040;1350;0;514;597;625;728;6914;6233;Whatsapp;Sin gestión
4483;1020703;2020-12-13 00:00:00;1;545454;21;10;independiente;N;N;10000;250;1600;1;458;580;713;614;28749;15009;SMS;Pago parcial
4484;1031767;2019-05-31 00:00:00;0;NEW YORK;68;40;Empleado;S;S;7500;400;830;2;728;656;656;632;24456;24359;Ninguno;No aplica
4485;1025171;2017-12-29 00:00:00;1;NEW ENGALND;37;22;independiente;S;N;15000;484;2000;0;498;497;643;795;5406;3055;Call center;Promesa de pago
4486;1082444;2020-07-13 00:00:00;1;NEW YORK;35;14;Empleado;S;S;11250;163,333;1100;0;420;639;617;839;18689;16783;Correo;No contactado
4487;1022475;2020-07-15 00:00:00;0;NEW YORK;41;33.33333333;independiente;S;N;13125;150;700;0;721;633;662;641;5166;3603;Ninguno;No aplica
4488;1052700;2021-01-14 00:00:00;1;ATLANTHIC SOUTH;51;10;Pensionado;N;S;12500;240;1800;2;471;533;720;698;5508;4110;Correo;No contactado
4489;1085276;2015-09-27 00:00:00;0;ATLANTHIC SOUTH;57;15;Empleado;S;S;2500;255;1200;0;744;740;712;655;23045;21670;Ninguno;No aplica
4490;1005479;2018-11-04 00:00:00;0;NEW YORK;49;29;independiente;S;S;7500;380;900;0;700;567;675;695;8664;6121;Ninguno;No aplica
4491;1065786;2018-08-17 00:00:00;0;NEW YORK;31;16;Empleado;N;S;11250;320;800;0;720;589;692;618;24873;19121;Ninguno;No aplica
4492;1065669;2018-08-03 00:00:00;1;NEW YORK;28;18;independiente;S;S;5000;570;1200;4;452;579;739;460;18050;9470;Call center;Promesa de pago
4493;1050200;2020-01-19 00:00:00;0;NEW YORK;30;15;independiente;S;N;4500;256;467;0;671;698;640;777;5680;2847;Ninguno;No aplica
4494;1096973;2017-11-01 00:00:00;0;CHICAGO;58;20;independiente;N;N;1250;520;750;4;677;709;572;832;23908;14880;Ninguno;No aplica
4495;1066815;2020-04-19 00:00:00;1;ATLANTHIC SOUTH;44;20;independiente;N;S;6300;600;1300;0;543;562;741;665;23504;19750;Call center;Promesa de pago
4496;1054428;2020-01-28 00:00:00;1;NEW YORK;33;20;Empleado;S;S;7600;125;390;0;584;732;613;624;26644;14937;SMS;Pago parcial
4497;1065476;2018-11-18 00:00:00;1;545454;37;15;Pensionado;S;S;12500;330;800;2;460;566;602;708;9357;5211;Correo;No contactado
4498;1067742;2019-06-18 00:00:00;0;NEW YORK;61;20;Empleado;S;N;6736;486;1350;0;754;666;524;653;6363;4489;Ninguno;No aplica
4499;1038363;2016-11-18 00:00:00;1;NEW YORK;50;30;independiente;S;N;6750;200;900;2;392;532;690;810;14523;11966;SMS;Pago parcial
4500;1018726;2016-04-26 00:00:00;0;NEW YORK;48;28;Empleado;S;S;12500;1200;2300;1;640;687;536;675;7292;6242;Ninguno;No aplica
4501;1011446;2017-07-19 00:00:00;0;545454;38;15;Pensionado;N;S;6000;1610;2800;3;652;717;597;599;6538;3852;Ninguno;No aplica
4502;1048198;2018-10-01 00:00:00;1;CHICAGO;69;40;Empleado;S;S;5700;400;600;3;432;652;691;601;8408;4539;Call center;Promesa de pago
4503;1028612;2016-12-13 00:00:00;0;NEW YORK;44;5;Pensionado;S;S;3750;200;900;1;621;591;701;748;29126;28258;Ninguno;No aplica
4504;1012359;2017-01-14 00:00:00;0;NEW YORK;35;4;independiente;S;S;3187;200;790;3;721;665;604;724;13752;8668;Ninguno;No aplica
4505;1028614;2016-08-02 00:00:00;1;NEW YORK;43;4;Empleado;S;S;8500;160;900;1;489;607;641;815;23287;21579;Correo;No contactado
4506;1080291;2018-02-18 00:00:00;0;CHICAGO;50;30;Empleado;S;N;2500;600;1200;0;719;715;589;583;5174;4821;Ninguno;No aplica
4507;1025342;2015-10-27 00:00:00;0;ATLANTHIC SOUTH;31;10;independiente;S;S;9375;800;2014;0;735;680;612;835;7230;6408;Ninguno;No aplica
4508;1010472;2016-10-26 00:00:00;0;NEW YORK;43;20;Empleado;S;S;6300;180;550;1;713;713;669;513;9287;5427;Ninguno;No aplica
4509;1069113;2015-12-27 00:00:00;1;CHICAGO;47;5;Pensionado;S;S;2500;300;800;0;533;531;615;784;25544;23268;Call center;Promesa de pago
4510;1096217;2018-03-07 00:00:00;1;ATLANTHIC SOUTH;39;13;independiente;S;S;12500;1167;1600;3;497;673;633;548;17112;15138;SMS;Pago parcial
4511;1054050;2018-01-30 00:00:00;1;CHICAGO;35;20;Empleado;N;S;1875;230;550;0;441;640;547;649;12106;9665;SMS;Pago parcial
4512;1042215;2020-10-05 00:00:00;0;CHICAGO;47;25;independiente;N;S;2500;320;650;1;753;599;729;810;14689;9821;Ninguno;No aplica
4513;1005508;2018-02-20 00:00:00;0;NEW YORK;38;20;independiente;S;S;5000;400;1900;4;671;615;686;745;17046;10760;Ninguno;No aplica
4514;1067250;2018-11-18 00:00:00;0;NEW YORK;66;49;Pensionado;N;N;12500;510;1200;0;653;617;706;621;24555;13774;Ninguno;No aplica
4515;1097471;2018-02-17 00:00:00;1;ATLANTHIC SOUTH;41;15;independiente;S;S;15000;1138;2100;1;491;621;740;673;22951;17325;SMS;Pago parcial
4516;1078798;2017-11-24 00:00:00;1;ATLANTHIC SOUTH;47;15;Pensionado;N;S;11875;600;1365;3;454;503;592;729;6151;4875;Correo;No contactado
4517;1074493;2018-06-03 00:00:00;1;CHICAGO;32;10;independiente;N;S;3125;346;519;2;479;560;625;766;12619;8577;Call center;Promesa de pago
4518;1097632;2017-08-15 00:00:00;1;CHICAGO;37;10;independiente;N;S;2500;268;513;1;517;607;517;833;11033;8139;Call center;Promesa de pago
4519;1024108;2016-07-15 00:00:00;0;NEW YORK;44;26;independiente;S;S;12500;630;2120;3;717;676;870;629;13560;9245;Ninguno;No aplica
4520;1012405;2019-11-30 00:00:00;0;CHICAGO;56;30;Pensionado;S;S;8750;808;1300;0;655;696;640;525;9946;8161;Ninguno;No aplica
4521;1003915;2017-06-10 00:00:00;0;545454;57;5;Pensionado;S;N;6000;250;2500;4;676;616;723;684;29618;28156;Ninguno;No aplica
4522;1063683;2016-02-09 00:00:00;1;NEW YORK;23;11;independiente;N;S;8100;940;1320;3;554;616;563;679;6907;4020;SMS;Pago parcial
4523;1034834;2015-10-13 00:00:00;1;545454;40;18.33333333;Pensionado;S;S;6250;830;2380;1;525;543;720;603;8490;5864;SMS;Pago parcial
4524;1025724;2017-12-04 00:00:00;1;NEW YORK;64;46.83333333;independiente;S;S;3129;690;1150;3;604;561;780;747;23919;13644;SMS;Pago parcial
4525;1025201;2016-06-07 00:00:00;1;ATLANTHIC SOUTH;52;2.333333333;Pensionado;S;S;5250;694;2100;4;559;594;646;701;9173;7453;SMS;Pago parcial
4526;1093991;2015-12-27 00:00:00;0;NEW YORK;52;30;Empleado;S;S;11250;370;1800;3;757;686;579;698;16065;13887;Ninguno;No aplica
4527;1000905;2020-05-16 00:00:00;0;545454;42;20;Empleado;S;S;17500;1080;1600;0;631;681;640;590;22677;21905;Ninguno;No aplica
4528;1086736;2017-11-04 00:00:00;1;545454;39;11;Empleado;S;S;9000;360;1600;0;538;535;494;764;9769;6247;Whatsapp;Sin gestión
4529;1021405;2019-12-20 00:00:00;0;CHICAGO;53;40;independiente;S;S;6000;258,3;900;3;697;662;647;551;9796;9552;Ninguno;No aplica
4530;1066669;2017-04-30 00:00:00;0;NEW YORK;37;18.33333333;Pensionado;S;S;5700;300;1000;4;672;680;707;596;18046;9594;Ninguno;No aplica
4531;1032473;2019-06-22 00:00:00;0;545454;60;16.66666667;Empleado;S;N;11250;470;1900;0;708;597;647;648;19211;15398;Ninguno;No aplica
4532;1052766;2019-06-12 00:00:00;0;ATLANTHIC SOUTH;23;20;Empleado;N;S;13250;650;1270;1;747;652;630;827;28255;14935;Ninguno;No aplica
4533;1000094;2019-02-11 00:00:00;1;ATLANTHIC SOUTH;54;36;independiente;N;S;2500;855;1400;0;525;603;687;791;24356;23062;Whatsapp;Sin gestión
4534;1025991;2018-11-25 00:00:00;0;ATLANTHIC SOUTH;68;20;Empleado;N;S;5000;700;1400;1;656;603;692;767;25306;19357;Ninguno;No aplica
4535;1056253;2015-12-19 00:00:00;1;NEW YORK;36;8;Empleado;S;S;6250;470;1000;3;537;649;534;848;9997;8344;Whatsapp;Sin gestión
4536;1043191;2019-01-28 00:00:00;0;NEW YORK;31;10;Pensionado;S;S;3750;760;1009;3;668;756;656;994;28416;26023;Ninguno;No aplica
4537;1008885;2019-08-07 00:00:00;0;545454;29;11;Pensionado;S;S;9000;300;1500;0;711;605;821;674;22376;12870;Ninguno;No aplica
4538;1091149;2020-01-06 00:00:00;1;NEW YORK;30;7;Empleado;S;S;12600;410;905;3;485;661;557;848;13112;6809;SMS;Pago parcial
4539;1067512;2015-12-27 00:00:00;0;CHICAGO;40;10.5;Empleado;N;S;1875;320;550;0;689;671;644;761;10287;9664;Ninguno;No aplica
4540;1033185;2016-06-28 00:00:00;1;CHICAGO;68;10;Pensionado;N;S;3125;316;658;0;538;605;786;810;15578;10242;SMS;Pago parcial
4541;1086833;2019-03-08 00:00:00;1;NEW YORK;33;10;Pensionado;S;N;7500;200;1500;3;448;550;727;880;23624;13335;Call center;Promesa de pago
4542;1078864;2018-03-23 00:00:00;0;NEW YORK;45;15;Empleado;S;N;5000;100;500;0;797;735;614;632;22860;16785;Ninguno;No aplica
4543;1076891;2020-02-23 00:00:00;0;NEW YORK;67;35;Pensionado;S;S;5000;200;1310;3;609;704;664;625;11426;9131;Ninguno;No aplica
4544;1084317;2019-06-22 00:00:00;1;NEW YORK;24;5;Pensionado;N;S;6250;350;1050;0;470;531;650;749;16599;8557;Correo;No contactado
4545;1088954;2016-01-25 00:00:00;1;NEW ENGALND;32;10;Pensionado;N;S;6750;1120;1760;3;519;510;598;704;5389;3435;Call center;Promesa de pago
4546;1005063;2016-09-01 00:00:00;1;NEW YORK;39;15;Pensionado;S;S;5800;643;1400;1;529;492;645;749;5999;3098;Whatsapp;Sin gestión
4547;1092800;2019-06-05 00:00:00;1;ATLANTHIC SOUTH;36;10;Pensionado;S;N;18125;587;1600;4;495;591;630;861;17812;12650;Call center;Promesa de pago
4548;1026550;2016-10-11 00:00:00;0;ATLANTHIC SOUTH;29;5;Pensionado;N;S;4200;1390;2400;0;697;714;658;627;20599;19519;Ninguno;No aplica
4549;1049715;2017-09-15 00:00:00;1;NEW ENGALND;36;20;independiente;S;S;2000;300;900;2;521;619;598;693;6855;6796;SMS;Pago parcial
4550;1020263;2017-09-12 00:00:00;1;CHICAGO;66;20;Pensionado;S;S;6250;833,333;1191,666;3;488;573;561;736;13125;10743;Whatsapp;Sin gestión
4551;1016751;2017-05-10 00:00:00;1;NEW YORK;59;33.33333333;independiente;S;N;5000;170;500;2;570;511;647;699;18794;10916;Whatsapp;Sin gestión
4552;1014944;2018-03-23 00:00:00;1;ATLANTHIC SOUTH;28;5;Pensionado;S;S;12500;420;1675;0;542;539;770;548;7763;7398;Correo;No contactado
4553;1061807;2019-05-28 00:00:00;1;CHICAGO;54;30;independiente;N;S;5000;660;950;0;544;649;656;668;25047;18989;Correo;No contactado
4554;1073523;2018-07-21 00:00:00;0;545454;41;23;Empleado;S;S;1300;470;1400;0;652;651;627;732;9986;5761;Ninguno;No aplica
4555;1065948;2018-12-24 00:00:00;1;CHICAGO;25;5;Pensionado;N;N;12000;600;700;4;496;589;703;849;6481;6227;Whatsapp;Sin gestión
4556;1076040;2015-12-02 00:00:00;0;NEW YORK;55;20;Pensionado;S;S;12600;400;1300;4;685;615;639;566;28640;25167;Ninguno;No aplica
4557;1029640;2019-07-23 00:00:00;1;NEW YORK;67;40;Empleado;S;S;11250;480;1750;2;450;600;781;616;8731;7560;Whatsapp;Sin gestión
4558;1012257;2020-06-01 00:00:00;1;NEW YORK;51;10;Pensionado;N;N;5625;350;800;0;518;553;650;723;28646;24481;Call center;Promesa de pago
4559;1036765;2016-12-26 00:00:00;0;CHICAGO;21;10;independiente;N;S;2500;380;560;4;673;743;699;483;21835;13105;Ninguno;No aplica
4560;1005606;2016-11-06 00:00:00;0;NEW ENGALND;53;30;independiente;S;S;1800;150;800;0;733;726;597;630;24477;14821;Ninguno;No aplica
4561;1071505;2018-01-10 00:00:00;1;NEW YORK;40;25;Pensionado;S;S;15000;350;1200;0;446;550;685;564;22266;18796;Whatsapp;Sin gestión
4562;1021930;2016-01-15 00:00:00;1;NEW YORK;40;8;Empleado;S;S;12000;800;2000;0;586;572;669;843;25792;15730;SMS;Pago parcial
4563;1025438;2019-03-16 00:00:00;1;545454;41;23;independiente;S;S;8426;470;1400;0;455;547;646;651;25452;18309;Call center;Promesa de pago
4564;1093522;2016-11-07 00:00:00;1;NEW ENGALND;56;40;Pensionado;N;S;11000;9600;19800;2;511;495;615;869;15758;14040;SMS;Pago parcial
4565;1097349;2016-12-07 00:00:00;1;545454;52;30;Pensionado;S;S;26870;11132,3;18514;3;540;529;605;820;24661;21997;SMS;Pago parcial
4566;1029446;2019-03-10 00:00:00;0;ATLANTHIC SOUTH;56;0;Pensionado;S;S;9000;300;1500;0;671;692;670;612;21311;15485;Ninguno;No aplica
4567;1067322;2015-04-12 00:00:00;1;NEW YORK;23;0;Pensionado;N;S;4400;460;1000;0;543;600;694;624;13566;12156;SMS;Pago parcial
4568;1069944;2017-09-07 00:00:00;1;NEW YORK;28;0;Empleado;S;S;10000;160;600;1;439;589;641;703;16889;15526;Whatsapp;Sin gestión
4569;1058472;2018-05-16 00:00:00;0;NEW YORK;32;0;Empleado;S;N;10000;383;1600;4;773;662;670;661;29335;24271;Ninguno;No aplica
4570;1092865;2018-07-21 00:00:00;0;ATLANTHIC SOUTH;57;0;Pensionado;S;N;7500;734;1300;2;701;736;647;701;16254;9983;Ninguno;No aplica
4571;1008921;2018-08-14 00:00:00;1;NEW YORK;58;0;independiente;N;S;6250;460;800;3;470;584;657;650;26074;16609;Correo;No contactado
4572;1029912;2016-03-16 00:00:00;1;545454;40;0;Empleado;S;N;7200;160;1800;1;485;622;636;787;16442;10809;Correo;No contactado
4573;1048310;2015-11-11 00:00:00;0;NEW YORK;36;0;independiente;S;N;7500;295;700;0;740;574;651;694;18521;10342;Ninguno;No aplica
4574;1063312;2015-08-17 00:00:00;1;NEW ENGALND;27;0;Pensionado;N;S;4200;200;1000;0;471;345;839;689;25979;16538;SMS;Pago parcial
4575;1033551;2019-01-24 00:00:00;0;NEW YORK;58;0;Pensionado;S;S;5000;1312;1910;0;663;697;672;606;9559;5781;Ninguno;No aplica
4576;1036071;2016-03-03 00:00:00;0;NEW YORK;60;0;independiente;S;N;2500;510;700;1;689;595;695;653;21199;15426;Ninguno;No aplica
4577;1017814;2017-02-17 00:00:00;0;545454;48;0;independiente;S;S;7500;200;984;3;641;667;681;596;12291;11728;Ninguno;No aplica
4578;1063330;2015-01-21 00:00:00;0;NEW YORK;67;0;Empleado;S;N;3000;632;765;4;791;662;632;675;13160;7267;Ninguno;No aplica
4579;1003865;2016-01-04 00:00:00;1;NEW YORK;59;0;Empleado;S;S;10000;451,833;975;0;472;675;741;728;5112;4397;Whatsapp;Sin gestión
4580;1075844;2015-01-17 00:00:00;0;NEW YORK;27;0;Pensionado;S;S;3760;185;520;0;742;704;630;694;26515;22369;Ninguno;No aplica
4581;1013369;2016-08-01 00:00:00;0;ATLANTHIC SOUTH;42;0;Pensionado;S;N;12000;400;1200;1;710;690;724;829;24581;13467;Ninguno;No aplica
4582;1011619;2018-08-30 00:00:00;1;NEW YORK;53;0;Empleado;N;S;3140;200;500;0;451;630;627;708;20924;20114;Call center;Promesa de pago
4583;1076303;2017-11-13 00:00:00;0;NEW YORK;29;0;Pensionado;N;N;6000;578;1300;0;700;702;583;760;21523;16879;Ninguno;No aplica
4584;1025598;2018-02-12 00:00:00;0;CHICAGO;26;0;Empleado;S;N;4000;720;1450;0;739;653;676;691;6424;4380;Ninguno;No aplica
4585;1086522;2015-10-20 00:00:00;0;NEW YORK;34;0;Pensionado;N;N;8000;280;600;0;691;744;573;649;24333;21371;Ninguno;No aplica
4586;1091082;2018-05-25 00:00:00;1;ATLANTHIC SOUTH;43;0;Pensionado;N;S;6800;580;1300;0;560;513;687;709;24552;15435;SMS;Pago parcial
4587;1060095;2016-11-08 00:00:00;0;NEW YORK;51;0;independiente;S;N;10000;335;3000;0;751;699;566;665;15808;13386;Ninguno;No aplica
4588;1040887;2014-10-28 00:00:00;1;ATLANTHIC SOUTH;27;0;independiente;S;N;6500;400;1500;1;546;487;628;745;11043;5741;Call center;Promesa de pago
4589;1082452;2019-05-04 00:00:00;1;NEW ENGALND;62;0;Pensionado;N;N;9000;995,834;1267;4;477;592;550;634;11989;11026;Call center;Promesa de pago
4590;1052079;2018-02-19 00:00:00;0;545454;45;0;Pensionado;S;N;8000;470;1950;4;646;692;848;538;28620;20723;Ninguno;No aplica
4591;1062379;2014-10-26 00:00:00;1;ATLANTHIC SOUTH;38;0;Pensionado;S;N;4000;380;846;4;469;681;534;779;11261;9215;Whatsapp;Sin gestión
4592;1033249;2019-11-11 00:00:00;1;NEW YORK;70;0;Empleado;S;N;5000;400;1070;4;510;486;651;801;5887;3595;Whatsapp;Sin gestión
4593;1095150;2019-02-23 00:00:00;1;ATLANTHIC SOUTH;59;0;independiente;N;S;15000;355;1350;1;527;544;730;787;24488;20534;Correo;No contactado
4594;1041778;2016-04-06 00:00:00;1;NEW YORK;30;0;independiente;N;S;6250;750;1150;1;391;629;723;734;21433;18992;Correo;No contactado
4595;1043922;2016-05-07 00:00:00;1;NEW YORK;52;0;Empleado;S;S;4000;280;600;0;500;600;710;789;25335;18662;Whatsapp;Sin gestión
4596;1035255;2017-10-01 00:00:00;0;545454;26;0;independiente;S;N;6250;480;1600;4;708;691;628;734;24944;20176;Ninguno;No aplica
4597;1057437;2019-01-04 00:00:00;0;ATLANTHIC SOUTH;22;0;independiente;N;N;12000;600;1400;4;686;623;745;741;21402;15584;Ninguno;No aplica
4598;1083714;2018-08-30 00:00:00;1;ATLANTHIC SOUTH;42;0;Empleado;N;S;7000;410;1000;0;565;545;714;643;26205;24817;SMS;Pago parcial
4599;1028432;2018-07-19 00:00:00;1;ATLANTHIC SOUTH;52;0;Pensionado;S;S;9375;940;1624;0;521;655;665;621;27724;20763;Correo;No contactado
4600;1078457;2019-11-15 00:00:00;0;NEW YORK;29;0;Pensionado;S;N;4500;618;720;0;766;677;667;635;29442;27113;Ninguno;No aplica
4601;1005965;2015-08-14 00:00:00;0;ATLANTHIC SOUTH;30;0;Empleado;S;S;11125;120;2040;1;689;703;629;668;17253;15539;Ninguno;No aplica
4602;1050755;2015-07-26 00:00:00;0;ATLANTHIC SOUTH;54;0;Pensionado;S;S;12500;713;2500;0;747;673;586;648;23990;16919;Ninguno;No aplica
4603;1058360;2017-04-11 00:00:00;0;545454;54;0;Empleado;N;N;7200;700;1100;1;782;609;737;501;12846;7901;Ninguno;No aplica
4604;1042474;2016-05-07 00:00:00;0;NEW YORK;46;0;Empleado;S;S;5640;99,35;295;0;766;736;742;825;11432;8037;Ninguno;No aplica
4605;1005439;2016-11-09 00:00:00;0;NEW YORK;63;0;independiente;S;S;10140;411,25;1700;4;645;710;588;645;18452;16849;Ninguno;No aplica
4606;1026825;2019-12-02 00:00:00;0;ATLANTHIC SOUTH;41;0;Empleado;S;N;12000;420;1500;0;687;818;639;686;18395;11291;Ninguno;No aplica
4607;1011937;2016-06-25 00:00:00;1;545454;58;0;Empleado;S;S;12375;1079;2000;0;483;519;640;832;8765;6681;Call center;Promesa de pago
